t,temp_C,temp_seasonal,anomaly,z,rain_mm,wet,date
117,10.479920092214213,13.273862656953387,-2.793942564739174,-0.9978366302639908,0.0,0,2025-04-27
118,9.64640958901979,13.427034465928212,-3.7806248769084236,-1.3502231703244372,0.0,0,2025-04-28
119,10.535628568553479,13.579783413792853,-3.0441548452393743,-1.0871981590140622,0.0,0,2025-04-29
120,11.319810178818969,13.73206423773747,-2.4122540589185,-0.8615193067566073,0.0,0,2025-04-30
121,10.570916329979587,13.883831813667436,-3.3129154836878496,-1.1831841013170892,0.0,0,2025-05-01
122,12.629410081672301,14.035041169574594,-1.4056310879022929,-0.5020111028222475,0.0,0,2025-05-02
123,13.405871897075277,14.185647498863421,-0.779775601788143,-0.2784912863529082,0.0,0,2025-05-03
124,11.998897248122198,14.335606173628198,-2.336708925506001,-0.834538901966429,8.812259390431992,1,2025-05-04
125,12.94571279911837,14.48487275787722,-1.5391599587588491,-0.5496999852710176,0.16856649972884857,1,2025-05-05
126,14.10592042849222,14.633403020700136,-0.5274825922079156,-0.1883866400742556,0.0,0,2025-05-06
127,14.23471064191258,14.781152949374526,-0.5464423074619469,-0.19515796695069532,0.0,0,2025-05-07
128,14.098949482197245,14.928078762407822,-0.8291292802105772,-0.29611760007520616,0.0,0,2025-05-08
129,16.381391537005605,15.0741369225107,1.3072546144949067,0.4668766480338953,4.438342424791232,1,2025-05-09
130,10.87350715137412,15.21928414949813,-4.34577699812401,-1.552063213615718,0.0,0,2025-05-10
131,14.58055742521732,15.363477433114221,-0.7829200078969012,-0.27961428853460757,1.5691234179369926,1,2025-05-11
132,16.84486759321772,15.506674045777093,1.3381935474406292,0.4779262669430819,0.0,0,2025-05-12
133,16.573288168779573,15.648831555239976,0.9244566135395966,0.33016307626414165,0.0,0,2025-05-13
134,16.307235005982903,15.789907837164806,0.5173271688180985,0.1847597031493209,0.0,0,2025-05-14
135,18.442845221944182,15.929861087604577,2.5129841343396038,0.8974943336927157,3.3957301347168842,1,2025-05-15
136,18.326526536279978,16.06864983539074,2.257876700889237,0.8063845360318703,0.9825293532166007,1,2025-05-16
137,19.40521757755693,16.20623295442202,3.1989846231349075,1.1424945082624671,0.0,0,2025-05-17
138,20.40875236373166,16.342569675850967,4.066182687880695,1.452208102814534,4.942700040103835,1,2025-05-18
139,19.20572940823112,16.477619600164626,2.728109808066497,0.9743249314523205,3.9909903650847585,1,2025-05-19
140,18.46981990437819,16.611342709155814,1.8584771952223789,0.6637418554365639,11.858693725916103,1,2025-05-20
141,16.188598091165165,16.74369937778135,-0.5551012866161849,-0.19825045950578032,6.790569910148821,1,2025-05-21
142,16.981171670686937,16.874650385903834,0.10652128478310408,0.038043315993965744,0.0,0,2025-05-22
143,12.685413468253971,17.0041569299134,-4.3187434616594285,-1.5424083791640817,1.6429743752797494,1,2025-05-23
144,14.797605957830424,17.13218063422608,-2.3345746763956576,-0.8337766701413063,2.5711862393629796,1,2025-05-24
145,15.444840471870524,17.258683562655314,-1.8138430907847902,-0.6478011038517109,0.0,0,2025-05-25
146,17.292309913612986,17.383628229653247,-0.0913183160402633,-0.03261368430009404,0.0,0,2025-05-26
147,19.87117422942737,17.50697761141852,2.364196618008851,0.8443559350031611,0.0,0,2025-05-27
148,18.680290919251007,17.628695156867217,1.0515957623837924,0.3755699151370687,0.0,0,2025-05-28
149,20.403780446418978,17.748744798463743,2.655035647955235,0.9482270171268697,0.0,0,2025-05-29
150,21.288970514533325,17.867090962908414,3.4218795516249116,1.2220998398660399,1.577545074486652,1,2025-05-30
151,19.21926233194955,17.983698581678578,1.2355637502709722,0.4412727679539187,0.0,0,2025-05-31
152,16.24042449757017,18.0985331014202,-1.8581086038500318,-0.6636102156607258,0.0,0,2025-06-01
153,20.515624473443644,18.21156049418675,2.3040639792568935,0.8228799925917477,0.0,0,2025-06-02
154,17.851322619707098,18.322747267522413,-0.4714246478153148,-0.16836594564832671,2.065900359487167,1,2025-06-03
155,19.539761835781594,18.43206047438665,1.1077013613949458,0.39560762906962355,2.199865107387739,1,2025-06-04
156,20.16795729846378,18.53946772291709,1.6284895755466882,0.5816034198381029,10.175954136352644,1,2025-06-05
157,24.00474000001295,18.64493718602796,5.359802813984993,1.9142152907089263,0.0,0,2025-06-06
158,20.307306913562424,18.748437610841115,1.5588693027213099,0.5567390366861821,0.0,0,2025-06-07
159,20.127060926663727,18.849938327946973,1.277122598716756,0.4561152138274129,0.0,0,2025-06-08
160,21.521671399504577,18.94940926049248,2.5722621390120946,0.9186650496471767,0.0,0,2025-06-09
161,21.294537338187265,19.046820933093567,2.2477164050936986,0.8027558589620353,0.0,0,2025-06-10
162,18.115248323926675,19.14214448056933,-1.0268961566426542,-0.3667486273723765,0.0,0,2025-06-11
163,19.678857904740124,19.235351656495393,0.44350624824473184,0.1583950886588328,0.0,0,2025-06-12
164,22.711072758490342,19.32641484157396,3.384657916916382,1.208806398898708,0.0,0,2025-06-13
165,21.249946843584553,19.415307051817987,1.834639791766568,0.6552284970594886,0.0,0,2025-06-14
166,25.071884331614722,19.50200194654713,5.569882385067593,1.9892437089527117,0.0,0,2025-06-15
167,18.498707815925435,19.586473836193043,-1.0877660202676092,-0.388487864381289,0.0,0,2025-06-16
168,20.27061469471164,19.668697689911784,0.6019170047998532,0.21497035885709045,0.0,0,2025-06-17
169,20.54084089060125,19.74864914300095,0.7921917476002993,0.28292562414296407,4.457475196351168,1,2025-06-18
170,18.65341612356484,19.8263045041195,-1.1728883805546593,-0.41888870734094974,1.5357573952196906,1,2025-06-19
171,14.567431668831137,19.90164076230799,-5.334209093476854,-1.9050746762417339,6.5297941688926295,1,2025-06-20
172,20.806514146134695,19.974635593807243,0.8318785523274514,0.29709948297408983,2.160459620976239,1,2025-06-21
173,19.55776744923431,20.045267368673315,-0.48749991943900783,-0.17410711408535995,0.0,0,2025-06-22
174,20.44861080594787,20.113515157186956,0.3350956487609115,0.11967701741461127,0.0,0,2025-06-23
175,18.178370431009935,20.179358736055526,-2.000988305045592,-0.7146386803734257,7.965183099930919,1,2025-06-24
176,17.542445858123415,20.242778594405586,-2.700332736282172,-0.9644045486722044,0.0,0,2025-06-25
177,17.46635958480252,20.30375593956439,-2.8373963547618684,-1.0133558409863817,2.435070263991483,1,2025-06-26
178,18.432776771286466,20.36227270262857,-1.929495931342102,-0.6891056897650365,3.7661285358501226,1,2025-06-27
179,20.783410299746286,20.418311543818334,0.3650987559279524,0.13039241283141156,3.9374584932967958,1,2025-06-28
180,19.495582442926946,20.471855857615623,-0.9762734146886766,-0.34866907667452735,1.1918889211418624,1,2025-06-29
181,23.484093735963157,20.52288977768468,2.961203958278478,1.0575728422423136,0.0,0,2025-06-30
182,22.483310406068018,20.571398181573578,1.9119122244944413,0.6828257944623005,0.0,0,2025-07-01
183,22.645432360657875,20.617366695195354,2.0280656654625213,0.7243091662366148,0.0,0,2025-07-02
184,19.143352254555513,20.660781697087337,-1.5174294425318233,-0.5419390866185083,5.465768079633375,1,2025-07-03
185,18.76846529427222,20.7016303224475,-1.9331650281752784,-0.6904160814911708,0.0,0,2025-07-04
186,20.810979029088585,20.739900466946555,0.0710785621420289,0.025385200765010323,0.0,0,2025-07-05
187,19.195725561186386,20.775580790314756,-1.579855229128369,-0.5642340104029889,0.0,0,2025-07-06
188,22.387492750993705,20.80866071970224,1.5788320312914652,0.5638685826040948,4.683579195920126,1,2025-07-07
189,23.209391657891082,20.839130452812007,2.3702612050790766,0.8465218589568131,3.639400325675627,1,2025-07-08
190,24.99234528676324,20.866980960804547,4.125364325958691,1.4733444021281041,2.6425331908231304,1,2025-07-09
191,23.167580839214942,20.89220399097328,2.275376848241665,0.8126345886577375,1.090540243797114,1,2025-07-10
192,21.44206347640093,20.914792069190007,0.527271407210923,0.18831121686104396,0.0,0,2025-07-11
193,22.697904814341303,20.93473850211966,1.7631663122216434,0.6297022543648727,0.0,0,2025-07-12
194,23.753439911758974,20.952037379203688,2.8014025325552856,1.0005009044840307,0.0,0,2025-07-13
195,25.082745196869368,20.96668357441147,4.1160616224579,1.4700220080206785,0.0,0,2025-07-14
196,25.051334520979154,20.97867274775927,4.072661773219886,1.4545220618642452,15.625391942803512,1,2025-07-15
197,25.46703509471042,20.988001346596285,4.479033748114134,1.599654910040762,0.0,0,2025-07-16
198,23.18555330525541,20.994666606657344,2.1908866985980655,0.7824595352135949,0.0,0,2025-07-17
199,22.656594122095626,20.998666552882046,1.6579275692135818,0.5921169890048507,0.0,0,2025-07-18
200,20.467814183782394,21.0,-0.5321858162176061,-0.19006636293485932,0.0,0,2025-07-19
201,18.013111428381052,20.998666552882046,-2.985555124500995,-1.066269687321784,8.475571792081556,1,2025-07-20
202,18.286539035868103,20.994666606657344,-2.7081275707892427,-0.9671884181390153,0.0,0,2025-07-21
203,18.361915891615954,20.988001346596285,-2.6260854549803296,-0.937887662492975,2.5119404341481406,1,2025-07-22
204,20.911574239383175,20.97867274775927,-0.06709850837609466,-0.02396375299146238,1.8023500970034976,1,2025-07-23
205,19.606216628271664,20.96668357441147,-1.360466946139807,-0.4858810521927882,0.0,0,2025-07-24
206,13.432846481339599,20.952037379203688,-7.519190897864088,-2.685425320665746,0.0,0,2025-07-25
207,11.506041517360753,20.93473850211966,-9.428696984758908,-3.3673917802710385,0.0,0,2025-07-26
208,15.795153944576747,20.914792069190007,-5.119638124613259,-1.8284421873618786,0.0,0,2025-07-27
209,18.706035252762117,20.89220399097328,-2.186168738211162,-0.7807745493611293,0.0,0,2025-07-28
210,22.555971832179523,20.866980960804547,1.6889908713749755,0.6032110254910628,0.0,0,2025-07-29
211,22.80093408137845,20.839130452812007,1.9618036285664417,0.7006441530594435,0.0,0,2025-07-30
212,18.9467676113609,20.80866071970224,-1.8618931083413395,-0.6649618244076213,0.6773830511170233,1,2025-07-31
213,19.93235475985445,20.775580790314756,-0.8432260304603042,-0.30115215373582294,4.018701531027731,1,2025-08-01
214,22.028601827614164,20.739900466946555,1.2887013606676108,0.46025048595271817,0.0,0,2025-08-02
215,20.49980252490784,20.7016303224475,-0.20182779753966207,-0.07208135626416502,0.0,0,2025-08-03
216,23.60479538402351,20.660781697087337,2.9440136869361746,1.0514334596200625,0.0,0,2025-08-04
217,26.46873269464097,20.617366695195354,5.851365999445617,2.0897735712305776,0.0,0,2025-08-05
218,24.425956386036198,20.571398181573578,3.854558204462622,1.3766279301652222,0.0,0,2025-08-06
219,22.032321173522945,20.52288977768468,1.5094313958382668,0.5390826413708096,3.2052880208207424,1,2025-08-07
220,23.650331786141248,20.471855857615623,3.1784759285256245,1.1351699744734374,4.318270118680103,1,2025-08-08
221,20.42029655459896,20.418311543818334,0.001985010780626073,0.000708932421652169,6.601708667550012,1,2025-08-09
222,21.020337249365852,20.36227270262857,0.6580645467372809,0.23502305240617175,0.0,0,2025-08-10
223,21.682797942559034,20.30375593956439,1.379042002994645,0.4925150010695161,0.0,0,2025-08-11
224,20.832038997586057,20.242778594405586,0.5892604031804709,0.21045014399302533,0.0,0,2025-08-12
225,18.75595840520591,20.179358736055526,-1.423400330849616,-0.50835726101772,0.0,0,2025-08-13
226,19.784833124300174,20.113515157186956,-0.3286820328867829,-0.11738644031670818,0.0,0,2025-08-14
227,21.665266608832855,20.045267368673315,1.6199992401595396,0.5785711571998355,5.175460325745421,1,2025-08-15
228,24.466048493465824,19.974635593807243,4.491412899658581,1.6040760355923505,0.0,0,2025-08-16
229,23.88525036400526,19.90164076230799,3.9836096016972675,1.4227177148918813,0.0,0,2025-08-17
230,22.30278127191309,19.8263045041195,2.4764767677935904,0.8844559884977109,0.0,0,2025-08-18
231,23.603237514944563,19.74864914300095,3.854588371943613,1.376638704265576,0.0,0,2025-08-19
232,23.052881195571167,19.668697689911784,3.3841835056593843,1.208636966306923,0.0,0,2025-08-20
233,20.416645853993163,19.586473836193043,0.8301720178001211,0.2964900063571861,0.0,0,2025-08-21
234,16.16634291160194,19.50200194654713,-3.335659034945189,-1.1913067981947105,0.0,0,2025-08-22
235,16.188691429369115,19.415307051817987,-3.22661562244887,-1.1523627223031678,0.0,0,2025-08-23
236,16.747929342804262,19.32641484157396,-2.578485498769698,-0.9208876781320351,11.899830183022399,1,2025-08-24
237,19.29520176642528,19.235351656495393,0.05985010992988471,0.021375039260673113,0.0,0,2025-08-25
238,19.857923665202684,19.14214448056933,0.715779184633356,0.2556354230833414,0.0,0,2025-08-26
239,19.11658033903805,19.046820933093567,0.06975940594448399,0.024914073551601426,0.0,0,2025-08-27
240,15.886551418648043,18.94940926049248,-3.0628578418444365,-1.0938778006587273,0.0,0,2025-08-28
241,16.41161591448753,18.849938327946973,-2.4383224134594412,-0.8708294333783719,0.33404278854365554,1,2025-08-29
242,17.385444517309462,18.748437610841115,-1.3629930935316519,-0.4867832476898757,0.426037524546706,1,2025-08-30
243,17.244650574210265,18.64493718602796,-1.400286611817695,-0.5001023613634625,1.8708965523180858,1,2025-08-31
244,21.463647942431237,18.53946772291709,2.924180219514146,1.0443500783979094,0.0,0,2025-09-01
245,21.828375016707668,18.43206047438665,3.3963145423210177,1.2129694794003636,0.0,0,2025-09-02
246,20.977176069061045,18.322747267522413,2.6544288015386313,0.9480102862637969,0.0,0,2025-09-03
247,18.78532469353806,18.21156049418675,0.5737641993513105,0.2049157854826109,0.0,0,2025-09-04
248,15.380880425334936,18.0985331014202,-2.717652676085266,-0.9705902414590237,0.0,0,2025-09-05
249,14.999682950914742,17.983698581678578,-2.9840156307638344,-1.065719868129941,0.0,0,2025-09-06
250,14.603179394812269,17.867090962908414,-3.2639115680961437,-1.16568270289148,0.0,0,2025-09-07
251,8.731297252671801,17.748744798463743,-9.017447545791942,-3.2205169806399794,60.0,1,2025-09-08
252,10.217081917498982,17.628695156867217,-7.411613239368235,-2.6470047283457983,60.0,1,2025-09-09
253,10.101544906651714,17.50697761141852,-7.405432704766806,-2.644797394559574,60.0,1,2025-09-10
254,18.42606829453478,17.383628229653247,1.0424400648815306,0.37230002317197525,8.746220182960457,1,2025-09-11
255,15.952233889037728,17.258683562655314,-1.306449673617586,-0.46658916914913784,0.0,0,2025-09-12
256,17.18439229493321,17.13218063422608,0.0522116607071309,0.01864702168111818,0.0,0,2025-09-13
257,13.078897759875405,17.0041569299134,-3.9252591700379944,-1.4018782750135694,0.0,0,2025-09-14
258,10.46334156133647,16.874650385903834,-6.411308824567364,-2.2897531516312015,0.0,0,2025-09-15
259,12.687434952771493,16.74369937778135,-4.056264425009858,-1.4486658660749494,0.0,0,2025-09-16
260,13.241478222977184,16.611342709155814,-3.369864486178629,-1.203523030778082,0.0,0,2025-09-17
261,13.227375292407803,16.477619600164626,-3.250244307756824,-1.16080153848458,0.0,0,2025-09-18
262,16.403936634927547,16.342569675850967,0.061366959076581296,0.021916771098779035,0.0,0,2025-09-19
263,15.893550772460658,16.20623295442202,-0.3126821819613621,-0.11167220784334361,0.0,0,2025-09-20
264,19.383673344611182,16.06864983539074,3.3150235092204423,1.1839369675787295,0.0,0,2025-09-21
265,18.394300013295737,15.929861087604577,2.464438925691162,0.880156759175415,1.7006836027272672,1,2025-09-22
266,20.907667075831625,15.789907837164806,5.117759238666818,1.827771156666721,0.0,0,2025-09-23
267,20.651886086287647,15.648831555239976,5.00305453104767,1.7868051896598824,0.0,0,2025-09-24
268,20.924070413132142,15.506674045777093,5.417396367355049,1.9347844169125175,0.0,0,2025-09-25
269,20.092094477425455,15.363477433114221,4.728617044311232,1.6887918015397259,1.0665767296939017,1,2025-09-26
270,14.4083153072975,15.21928414949813,-0.8109688422006309,-0.2896317293573682,1.5720913117085518,1,2025-09-27
271,12.04638115449491,15.0741369225107,-3.0277557680157914,-1.0813413457199255,0.0,0,2025-09-28
272,13.34338366131243,14.928078762407822,-1.5846951010953918,-0.5659625361054971,0.0,0,2025-09-29
273,15.558310216751842,14.781152949374526,0.7771572673773162,0.2775561669204701,0.0,0,2025-09-30
